OLT_ALIAS,value
3897,1
OLT_C300_ANDAHUAYLAS_10,2662
OLT_C300_AYACUCHO_44_F1,9944
OLT_C300_AYACUCHO_44_F2,656
OLT_C300_AZANGARO_6,1102
OLT_C300_BAGUA_CHICA_9,1170
OLT_C300_BAGUA_GRANDE_5,977
OLT_C300_CAJABAMBA_5,1724
OLT_C300_CAMANA_13,2449
OLT_C300_CASMA_5,1329
OLT_C300_CERRO_DE_PASCO_10,4535
OLT_C300_CHACHAPOYAS_6,1428
OLT_C300_CHANCAY_10,1607
OLT_C300_CHEPEN_14,2680
OLT_C300_DESAGUADERO_4,555
OLT_C300_GUADALUPE_5,1609
OLT_C300_HUAMACHUCO_07,1738
OLT_C300_HUANTA_8,1181
OLT_C300_HUARMEY_10,1458
OLT_C300_JULIACA_54_F1,9665
OLT_C300_JULIACA_54_F2,4130
OLT_C300_JULI_4,361
OLT_C300_LA_MERCED_6,2549
OLT_C300_MAZAMARI_2,406
OLT_C300_MOQUEGUA_15,4458
OLT_C300_MOYOBAMBA_14,3132
OLT_C300_NAZCA_12,1872
OLT_C300_OLMOS_5,1379
OLT_C300_PACASMAYO_15,2451
OLT_C300_PISCO_24,3937
OLT_C300_PUERTO_MALDONADO_22,4284
OLT_C300_SATIPO_7,1408
OLT_C300_SICUANI_9,2964
OLT_C300_SURQUILLO_LAB,319
OLT_C300_TAMBO_GRANDE_5,1336
OLT_C300_TARAPOTO_46,5702
OLT_C300_TARMA_12,3721
OLT_C300_TOCACHE_2,1498
OLT_C300_VIRU_6,1467
OLT_C300_YURIMAGUAS_8,3297
OLT_C600_BARRANCO_25_F1,2017
OLT_C600_CHICLAYO_81,138
OLT_C600_CHORRILLOS_35_F1,547
OLT_C600_LINCE_32,98
OLT_C600_MAGDALENA_52_F1,2727
OLT_C600_PANDO-2,378
OLT_C600_SAN_JOSE_56,142
OLT_C600_SURQUILLO_PRO,10
OLT_C600_WASHINGTON_60,165
OLT_C610_ACOBAMBA_2,14
OLT_C610_ACOMAYO_1,7
OLT_C610_AGUAYTIA_7,4
OLT_C610_AIJA_3,5
OLT_C610_ANTABAMBA_2,14
OLT_C610_AYABACA_3,6
OLT_C610_BOLIVAR,7
OLT_C610_CAJATAMBO_1,7
OLT_C610_CANDARAVE_1,7
OLT_C610_CANGALLO_2,15
OLT_C610_CASCAS_1,7
OLT_C610_CASTROVIRREYNA_2,1
OLT_C610_CELENDIN_6,1
OLT_C610_CHACAS_1,8
OLT_C610_CHALHUANCA_2,4
OLT_C610_CHAVINILLO_1,6
OLT_C610_CHINCHEROS_2,7
OLT_C610_CHIQUIAN_4,2
OLT_C610_CHIVAY_3,9
OLT_C610_CHUQUIBAMBA_4,1
OLT_C610_CHUQUIBAMBILLA_2,6
OLT_C610_CHURCAMPA_3,3
OLT_C610_CONTUMAZA_1,13
OLT_C610_CORONGO_2,2
OLT_C610_COTAHUASI_2,6
OLT_C610_HUACAYBAMBA_1,8
OLT_C610_HUACRACHUCO_1,2
OLT_C610_HUANCABAMBA_4,3
OLT_C610_HUANCANE_5,1
OLT_C610_HUANCA_SANCOS_2,2
OLT_C610_HUARI_4,5
OLT_C610_HUAYTARA_2,4
OLT_C610_INAPARI_1,2
OLT_C610_IZCUCHACA_4,2
OLT_C610_JESUS_HUANUCO_1,6
OLT_C610_JULCAN_1,7
OLT_C610_JUMBILLA_1,5
OLT_C610_JUNIN_7,5
OLT_C610_LAMPA_2,7
OLT_C610_LAMUD_1,5
OLT_C610_LA_JOLLA_AS_1_F1,2
OLT_C610_LA_UNION_HUANUCO_2,2
OLT_C610_LIRCAY_6,11
OLT_C610_LLAMELLIN_1,8
OLT_C610_LLATA_2,8
OLT_C610_MACUSANI_2,14
OLT_C610_MOHO_2,9
OLT_C610_OCROS_1,6
OLT_C610_OMATE_1,5
OLT_C610_OYON_3,11
OLT_C610_PAMPAS_4,1
OLT_C610_PANAO_1,6
OLT_C610_PARURO_1,6
OLT_C610_PAUCARTAMBO_2,8
OLT_C610_PAUSA_2,9
OLT_C610_PICOTA_1,5
OLT_C610_PISCOBAMBA_1,11
OLT_C610_PUERTO_INCA_2,4
OLT_C610_PUQUIO_2,2
OLT_C610_PUTINA_2,11
OLT_C610_RODRIGUEZ_DE_MENDOZA_5,7
OLT_C610_SANDIA_2,10
OLT_C610_SANTIAGO_DE_CHUCO_1,11
OLT_C610_SANTO_TOMAS_1,7
OLT_C610_SAN_IGNACIO_6,2
OLT_C610_SAN_JOSE_DE_SISA_1,5
OLT_C610_SAN_LUIS_ANCASH_1,9
OLT_C610_SAN_MIGUEL_CAJ_2,4
OLT_C610_SAN_PABLO_4,5
OLT_C610_SIHUAS_4,5
OLT_C610_SUCCHUBAMBA_4,3
OLT_C610_TAMBOBAMBA_2,10
OLT_C610_TARATA_1,1
OLT_C610_TAYABAMBA_1,8
OLT_C610_URCOS_4,5
OLT_C610_VILCAS_HUAMAN_2,17
OLT_C610_YANAHUANCA_2,11
OLT_C610_YANAOCA_1,5
OLT_C610_YAURI_4,6
OLT_C610_YAUYOS_1,11
OLT_MA5600T_CAJAMARCA_62,11154
OLT_MA5600T_CHINCHAALTA_40,8446
OLT_MA5600T_PUCALLPA_52,8215
OLT_MA5600T_PUNO_43,3483
OLT_MA5800_ABANCAY_25,5760
OLT_MA5800_AREQUIPA_44,477
OLT_MA5800_AYAVIRI_7,938
OLT_MA5800_BAMBAMARCA_4,521
OLT_MA5800_BANOS_DEL_INCA_5,1258
OLT_MA5800_BARRANCA_16,4229
OLT_MA5800_BARRANCO_24,1406
OLT_MA5800_CAJAMARCA_62_F2,3386
OLT_MA5800_CALLAO_52,413
OLT_MA5800_CANETE_10,3264
OLT_MA5800_CASA_GRANDE_7,1896
OLT_MA5800_CAYMA_19,17
OLT_MA5800_CEDROS_DE_VILLA_2,801
OLT_MA5800_CHACARILLA_12,1060
OLT_MA5800_CHORRILLOS_33,768
OLT_MA5800_CHORRILLOS_SG_34_F1,3569
OLT_MA5800_CHOTA_6,1096
OLT_MA5800_CHULUCANAS_8,1451
OLT_MA5800_CIUDAD_NUEVA_12,2587
OLT_MA5800_CONO_SUR_14,3587
OLT_MA5800_CUSCO_66,872
OLT_MA5800_CUTERVO_8,1837
OLT_MA5800_EL_CERCADO_19,28
OLT_MA5800_EL_PINO_2,3
OLT_MA5800_EL_RETABLO_21,591
OLT_MA5800_HIGUERETA_39,4956
OLT_MA5800_HIGUERETA_41_F1,4485
OLT_MA5800_HIGUERETA_CQ_40_F1,4619
OLT_MA5800_HIGUERETA_CQ_40_F2,7261
OLT_MA5800_HUACHO_45,11659
OLT_MA5800_HUANUCO_50,7972
OLT_MA5800_HUARAL_30,4227
OLT_MA5800_HUARAZ_40,11032
OLT_MA5800_HUAURA_9,2170
OLT_MA5800_ILAVE_4,1002
OLT_MA5800_ILO_18,3024
OLT_MA5800_IMPERIAL_8,3171
OLT_MA5800_JAEN_17,4708
OLT_MA5800_LAS_CASUARINAS_7,350
OLT_MA5800_LAS_FLORES_3,312
OLT_MA5800_LAS_GARDENIAS_13,440
OLT_MA5800_LAS_LAGUNAS_17,200
OLT_MA5800_LAS_LAGUNAS_18_F1,4006
OLT_MA5800_LA_MOLINA_21,374
OLT_MA5800_LA_MOLINA_22_F1,7083
OLT_MA5800_LINCE_31,3009
OLT_MA5800_LOS_FICUS_23,601
OLT_MA5800_LOS_OLIVOS_47,89
OLT_MA5800_LOS_ORGANOS_3,734
OLT_MA5800_LURIN_11,3
OLT_MA5800_MACARENA_4,531
OLT_MA5800_MAGDALENA_49,4438
OLT_MA5800_MAGDALENA_50_F1,7231
OLT_MA5800_MAGDALENA_51,5017
OLT_MA5800_MANCORA_8,1002
OLT_MA5800_MIRAFLORES_66,1801
OLT_MA5800_MIRAFLORES_67,1292
OLT_MA5800_MIRAFLORES_68_F1,895
OLT_MA5800_MONTERRICO_53,2755
OLT_MA5800_MONTERRICO_55_F1,893
OLT_MA5800_MONTERRICO_LC_54_F1,5189
OLT_MA5800_NUEVA_CAJAMARCA_4,1060
OLT_MA5800_PAIJAN_5,1718
OLT_MA5800_PAITA_12,1972
OLT_MA5800_PAMPAINALAMBRICA_13,2387
OLT_MA5800_PARAMONGA_7,3245
OLT_MA5800_PATIVILCA_5,526
OLT_MA5800_PIURA_59,151
OLT_MA5800_PUCALLPA_52_F2,6985
OLT_MA5800_PUENTE_PIEDRA_3,140
OLT_MA5800_PUNO_47,3955
OLT_MA5800_QUERECOTILLO_4,1103
OLT_MA5800_QUILLABAMBA_7,1917
OLT_MA5800_RIMAC_3,751
OLT_MA5800_RIOJA_5,2228
OLT_MA5800_SAGITARIO_10,1378
OLT_MA5800_SANISIDRO_43,2407
OLT_MA5800_SANTA_CLARA_25,82
OLT_MA5800_SANTA_PATRICIA_2,5405
OLT_MA5800_SAN_BORJA_38,2383
OLT_MA5800_SAN_BORJA_39_F1,8347
OLT_MA5800_SAN_BORJA_39_F2,4480
OLT_MA5800_SAN_BORJA_40,3121
OLT_MA5800_SAN_BORJA_41_F1,268
OLT_MA5800_SAN_ISIDRO_44_F1,4510
OLT_MA5800_SAN_ISIDRO_44_F2,4040
OLT_MA5800_SAN_ISIDRO_46,4118
OLT_MA5800_SAN_ISIDRO_47_F1,2333
OLT_MA5800_SAN_JOSE_55,2573
OLT_MA5800_SAN_JUAN_51,28
OLT_MA5800_SAN_MIGUEL_17,1051
OLT_MA5800_SAN_ROQUE_20,518
OLT_MA5800_SECHURA_4,1197
OLT_MA5800_SULLANA_48,9812
OLT_MA5800_TACNA_48,8005
OLT_MA5800_TALARA_23,5645
OLT_MA5800_TARAPOTO_46,6201
OLT_MA5800_TINGO_MARIA_12,4527
OLT_MA5800_TRUJILLO_60,600
OLT_MA5800_TUMBES_30,5448
OLT_MA5800_URUBAMBA_6,1070
OLT_MA5800_VITARTE_44,48
OLT_MA5800_WASHINGTON_58,2861
OLT_MA5800_WASHINGTON_59_F1,3264
OLT_MA5800_X17_MAQUETA,499
OLT_MA5800_YARINACOCHA_8,2527
OLT_MA5800_YUNGUYO_4,907
OLT_MA5800_ZARUMILLA_9,2046
P_OLT_C600_CEDROS_DE_VILLA_1,28
P_OLT_C600_CHORRILLOS_1,60
P_OLT_C600_LA_VICTORIA_1,12
P_OLT_C600_SANTA_PATRICIA_1,59
P_OLT_C600_SAN_BORJA_1,36
P_OLT_C600_SAN_JOSE_1,72
P_OLT_C600_SAN_JUAN_1,126
P_OLT_C600_SAN_MIGUEL_2,1
P_OLT_C600_VITARTE_1,33
